Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Congo, Rep.",COG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,112771915.3,126893746.7,104827975.3,99632771.98,104822271,105279938.2,112749008,132519860.7,143800836.3,150792096.4,158825947,169598347.4,212675136.2,235094360.7,348144059,489004627.5,502196073.6,499430790.2,536657899.7,582921406.2,1025655320,1516938861,1480190946,1085638606,1000785740,1210204368,992475139.7,887412825.5,894415286.6,832266748.9,532937076,764320168.2,482474332.9,841262289.7,1313209355,1345946346,1523134197,1397383585,1415791995,1391767817,1407787623,1490991861,1636664196,2664560796,2367531821,2962430017,3885735889,7035053884,6955613704,6910587813,7302180473,7981116113,6964355806,7195794101,9150318844,9508100092,8765973302,6120101080,6699165266,6778503750,4445853408,4966529579,5876601189
Colombia,COL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,594894694.9,627934716.5,605929077.7,597285655.6,755727700,559333333.3,778814814.8,602411299.6,763579000.3,839120871.5,1047700632,1252577345,1109769650,1306397078,1933488606,1835324549,2131690445,2569926742,3210026858,3756624824,5209514725,5610414541,5919610897,5127945979,4767852803,4370639559,4190788878,4697932910,5433539691,5464066789,7614454665,7165432650,9981383602,13954892244,17092116534,19390381150,20251279516,22137114230,20585197367,15359982695,16731018375,18180843170,17793883918,18873043325,22356075157,29777715758,35453316140,42618890746,51066655641,43545177061,51351305097,67642788214,74226993336,76037444586,79499076760,66653739144,60743865897,62802582419,68961912989,70067176055,55649241832,76179326802,96798433265
Comoros,COM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,57128586.14,52857781.38,49536908.71,51587296.49,49721598.98,52960523.34,75162508.93,90864922.36,95972513.59,91929421.76,115656773.2,114173995.5,123132927,121920391.5,85929638.12,107269237.6,106623054,98111446.61,99636387.43,102961488.1,94530056.22,101899101.2,114673706.1,147226037.1,170600249.7,176022496.6,188025488.5,192400430.2,256358720.6,258791626.6,271587627.9,307381975.1,323693954.1,337042842.9,339810651.6,267288351.3,267996110.7,304517255.9,357675038.4,352466444.5,343723733.4,407884635.7,435697468.7
Cabo Verde,CPV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,95270963.02,98597399.44,111363312.6,107746679.4,102579320.3,109057058.1,143832316.3,154640255.8,157247386.1,166386033.7,211201176.6,205936309.7,238072377.9,230719808,229787766.7,294133735.8,277548406.9,287190631.1,308372216.2,355408993.1,326304704.5,351111186.8,425325208.8,548170327.5,643415992.7,647187059,805032688.2,997366405.9,1109653507,952528355.1,1008442092,1180649415,1017500234,987126463,1103776763,925203585.4,997132831.3,1157777245,1323093456,1280717168,1013655273,1128880206,1319665258
Costa Rica,CRI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,132338590.9,122861638.4,124825190.6,138870092.2,155005187.9,196799999.8,199199999.8,218369811.1,251154716.8,272754716.7,340543395.9,399678027.6,453262999.3,563763539,801954602.9,755869311.6,842240373.5,1116359393,1269463244,1500945158,1778891482,1264048093,1099079487,1157473283,1243520396,1272805941,1347578853,1621277680,1652553107,2033817039,2347212148,2737000653,3495369444,4150830318,4416263848,4821924111,5143782043,5803238052,6578730704,6411945483,6545131998,6445457525,6828718282,7367441232,8011642171,9170225548,10562844259,12333210658,14660106512,10800050976,13061016239,15465815790,16718693909,17055280005,17596280785,17360351865,18194546238,19552292611,20727758840,20249829023,17616395252,22692342694,26571720606
Caribbean small states,CSS,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,2515236800,3055095900,3594369360,4412339083,5038233171,5756838293,6093814738,6276949157,7878465455,8645207123,8817697500,8905963976,9251183529,9765161118,10603443142,10307791680,10606362971,11073229683,11837456728,12096964757,11708950532,7067591647,4025942838,3516494865,4135300811,4840440189,4331000000,4522800000,4697400000,4916000000,5179600000,5109300000,4434700000,4895200000,5841100000,7822300000,9022222222,9567222222,13709351852,8883333333,10555555556,15079000000,14888000000,15602000000,13865000000,12605000000,11226000000,11304000000,12567000000,10971000000,8067000000,,
Curacao,CUW,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928268156,3086368715,2794134078,2705363128,2441508380,2300502793,2432290503,,,,,
Cayman Islands,CYM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242928972,2517850071,2695690783,2592370369,,
Cyprus,CYP,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,277745397.7,360768050.1,497972959.2,606584939.3,821765628.7,1358664013,1321842817,1387106289,1382085651,1528712762,1429846929,1496618983,1862396346,2289354454,2732346864,3192962740,3294451136,4191531291,3158397055,3570773571,6717504528,7072548306,6738597491,6785841629,6748355987,6743650330,6617244991,6993294231,8181782559,9875106250,10364178585,11315149918,13905730906,17498754944,14028341206,15110295846,15800753606,14293541211,14287081058,15071910480,13390800947,14424827082,17021058793,18829543772,19578776287,20698582058,23776273631,26134455796
Czechia,CZE,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12452629310,9807155002,13453377892,15861512214,18295128032,26028848811,28953008390,27602167301,28302539665,28180102259,30884142484,34010091583,38081931116,48289127583,67612758879,81579371732,97122830052,1.21106E+11,1.43963E+11,1.12952E+11,1.30639E+11,1.53901E+11,1.48044E+11,1.48951E+11,1.58319E+11,1.40304E+11,1.40294E+11,1.56332E+11,1.76803E+11,1.71458E+11,1.55455E+11,1.96597E+11,2.18027E+11
Germany,DEU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,35790765243,40706506441,48506788321,65125982437,83342709546,92221047778,1.05502E+11,1.20844E+11,1.44716E+11,1.88607E+11,2.2078E+11,1.925E+11,1.82634E+11,1.79447E+11,1.77776E+11,1.8296E+11,2.26594E+11,2.72701E+11,3.00374E+11,3.20592E+11,4.07976E+11,4.51397E+11,4.83785E+11,4.19718E+11,4.61901E+11,5.58205E+11,5.5303E+11,5.37124E+11,5.63735E+11,5.79611E+11,5.97609E+11,5.87982E+11,5.89091E+11,7.26416E+11,8.58739E+11,9.35455E+11,1.0786E+12,1.25211E+12,1.41292E+12,1.12943E+12,1.26818E+12,1.50531E+12,1.41816E+12,1.48083E+12,1.51678E+12,1.32039E+12,1.34271E+12,1.47908E+12,1.63791E+12,1.59483E+12,1.45416E+12,1.77691E+12,1.96611E+12
Djibouti,DJI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3911141258,3122554695,2980599356,2847423771,4306024612,4188947845,4763668897,3414846867,,
Dominica,DMA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198855555.6,236337037,287322222.2,264466666.7,264518518.5,264807407.4,249877777.8,243662963,338666666.7,326948148.1,329322222.2,322070370.4,431429629.6,,,,
Denmark,DNK,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,3533468842,3762161033,3829653730,4438459863,5119854662,5506175611,6229711470,9178240683,11616217495,12275876057,14607262669,15893644633,17888212892,22246382618,23438549197,21452492645,21123265911,20444425302,20459816495,22341649729,28624009830,32440276206,34826997746,35549442524,42673132542,43806010983,45947209693,41581919736,48299198261,59022441171,58924129291,57971652991,60376236564,59348845510,62604359958,63302986639,69404094617,80790291818,96224598109,1.10938E+11,1.31929E+11,1.55193E+11,1.78985E+11,1.36943E+11,1.40316E+11,1.63146E+11,1.59029E+11,1.65681E+11,1.68204E+11,1.4719E+11,1.46359E+11,1.59093E+11,1.79902E+11,1.78716E+11,1.72576E+11,2.09196E+11,2.32047E+11
Dominican Republic,DOM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,126500000,106900000,199300000,244400000,287500000,180000000,249300000,258800000,287500000,321300000,414895190,461715440,489759560,632490400.1,1023192001,1160205951,1152879211,1297114921,1395042001,1746830302,2303519822,2192903502,2036678802,2246418802,3479368011,1555450439,1621540113,1895596386,1981547889,2594465300,2729569106,4225814444,5067032000,5443488000,5996926172,6433877234,6887266976,7808997323,9015949169,9147200174,10646556288,9887411206,10312030323,9052792083,8974480727,11921949176,13463084867,15469338515,18038909561,14276281022,17948467897,20195922626,20513694201,19754029950,20385779690,20217568186,20952466344,21233833410,24387166267,24851876202,20498001607,29198653884,38933643979
Algeria,DZA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1828734326,1643546077,416673667.8,995387051.4,856495849.1,810198781.6,749433873,729178903.5,931728598.9,1195043264,1417847868,1404540539,1740871324,2750791753,4688153801,6684545577,6580487774,8753826095,10590281906,10925794229,12847073138,13693842671,13109209258,12591881330,14749040621,15493853614,14758683330,12289314173,13356402214,15863715176,15473053492,10788791994,11458103093,11556877173,11084077050,12110069834,11240014056,10279946208,10850007455,11079856776,11390171046,12053062862,14547471885,16203134635,21886269334,24843324417,25651591024,33568752129,49096310473,49331031500,50654743423,57376123473,59612008449,63767462869,68262383031,60621173996,56097084877,55603295155,56328899731,49973964608,40605179339,43256166688,43063475189
East Asia & Pacific (excluding high income),EAP,Imports of goods and services (current US$),NE.IMP.GNFS.CD,6046951048,4781372542,4485476864,5070377314,5598852892,6590002050,7241754450,7085462910,7445601700,7631129912,8728390446,8848740765,10895698807,17032472930,26944770383,28309042560,29055880848,34323206241,39789064064,51689282958,65828316375,77942034461,77741520495,82191410736,83304508112,96543040016,89304196646,93269103650,1.15526E+11,1.28068E+11,1.49891E+11,1.75835E+11,2.02231E+11,2.33497E+11,3.08041E+11,3.87902E+11,4.2603E+11,4.30314E+11,3.55074E+11,3.95353E+11,5.02219E+11,5.1059E+11,5.80803E+11,7.24168E+11,9.41784E+11,1.09638E+12,1.28414E+12,1.52964E+12,1.84738E+12,1.60935E+12,2.17633E+12,2.72408E+12,2.8993E+12,3.10749E+12,3.22986E+12,2.92313E+12,2.87135E+12,3.26788E+12,3.7685E+12,3.68511E+12,3.42365E+12,4.41075E+12,4.65162E+12
Early-demographic dividend,EAR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,25683957742,26510330641,28024460977,29441617512,32249591224,35568846235,39804794334,43534917149,60252303590,97027207184,1.22484E+11,1.3253E+11,1.60314E+11,1.79656E+11,2.05946E+11,2.70992E+11,3.09929E+11,2.94478E+11,2.88131E+11,2.73341E+11,2.52071E+11,2.40094E+11,2.53205E+11,2.88532E+11,3.13236E+11,3.6161E+11,3.97685E+11,4.52587E+11,4.82762E+11,5.10793E+11,5.76824E+11,6.44469E+11,7.07171E+11,6.92446E+11,6.96923E+11,7.98313E+11,7.75507E+11,7.92996E+11,8.82332E+11,1.11525E+12,1.33695E+12,1.57922E+12,1.9105E+12,2.27673E+12,1.96412E+12,2.39588E+12,2.77478E+12,2.95541E+12,2.97961E+12,3.05169E+12,2.71149E+12,2.63451E+12,2.96043E+12,3.18816E+12,3.08202E+12,2.59933E+12,3.42636E+12,4.15775E+12
East Asia & Pacific,EAS,Imports of goods and services (current US$),NE.IMP.GNFS.CD,21999718176,20451692000,19636553836,22722388073,23941700370,27483700847,30253936263,31513484425,35868011542,39498070004,45529752262,49355064778,58139310516,89275218027,1.41581E+11,1.41723E+11,1.58295E+11,1.79916E+11,2.1185E+11,2.85048E+11,3.5387E+11,3.91742E+11,3.77989E+11,3.73577E+11,3.99043E+11,4.02691E+11,4.13461E+11,4.91018E+11,6.26346E+11,7.17394E+11,8.03523E+11,8.81017E+11,9.54159E+11,1.03856E+12,1.23281E+12,1.52147E+12,1.62204E+12,1.6342E+12,1.36918E+12,1.47929E+12,1.80498E+12,1.69101E+12,1.77949E+12,2.07774E+12,2.60219E+12,2.98157E+12,3.41595E+12,3.89836E+12,4.62754E+12,3.81319E+12,4.96007E+12,6.07317E+12,6.41095E+12,6.61005E+12,6.76003E+12,6.00111E+12,5.80782E+12,6.50423E+12,7.31021E+12,7.10512E+12,6.53206E+12,8.19408E+12,8.74824E+12
Europe & Central Asia (excluding high income),ECA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08528E+11,1.92617E+11,1.45367E+11,3.23075E+11,2.34205E+11,1.83824E+11,2.07781E+11,2.00114E+11,2.18328E+11,1.87764E+11,1.5751E+11,1.85271E+11,1.89195E+11,2.16019E+11,2.73776E+11,3.66914E+11,4.43233E+11,5.49046E+11,7.20024E+11,9.15991E+11,6.48904E+11,7.99388E+11,1.01854E+12,1.07684E+12,1.12801E+12,1.04376E+12,7.93447E+11,7.5663E+11,8.89971E+11,9.37408E+11,9.47626E+11,8.54409E+11,1.06854E+12,1.18449E+12
Europe & Central Asia,ECS,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,2.08369E+11,2.32365E+11,2.77577E+11,3.82039E+11,5.18369E+11,5.42162E+11,6.06096E+11,6.84448E+11,7.95873E+11,1.03253E+12,1.24133E+12,1.12127E+12,1.07467E+12,1.02947E+12,1.03817E+12,1.07774E+12,1.30521E+12,1.59832E+12,1.80622E+12,1.9371E+12,2.29631E+12,2.27484E+12,2.59383E+12,2.25072E+12,2.43149E+12,2.93133E+12,3.00909E+12,3.01756E+12,3.15339E+12,3.18858E+12,3.35045E+12,3.3497E+12,3.52894E+12,4.24573E+12,5.12078E+12,5.68973E+12,6.52925E+12,7.72919E+12,8.73207E+12,6.80545E+12,7.61846E+12,8.95248E+12,8.57902E+12,8.90152E+12,9.05009E+12,7.90419E+12,7.94136E+12,8.75035E+12,9.6345E+12,9.59516E+12,8.71696E+12,1.05968E+13,1.1948E+13
Ecuador,ECU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,214480876.3,178045025.4,163881310.7,181649533.1,227656539.8,245638749.4,270002428.4,307238277.7,359393278.8,376645548.8,372412519.7,459682353.3,495423486.2,648350793.4,1237514215,1494854573,1634570548,2000105771,2213274955,2575840755,3196675358,3336486378,3538835376,2627143347,2652200359,2750018249,2677096293,3118845050,3087613078,3449083353,3326816743,3656282141,3740586293,4381543772,5336068034,6016443222,5535280640,6613086543,7136267134,4483779890,5010291146,6734248000,7960638000,7992504000,9554409000,11821905000,13748900000,15636623000,20933400000,16790125000,22541700000,26453861000,27772113000,29459627000,30168281000,23815449000,19004701000,22516333000,25553987000,24895603000,19378950000,26751297000,32810251000
"Egypt, Arab Rep.",EGY,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,996286588,1081156918,1071428571,1035981308,1078692494,1374780206,1530986993,1615822130,1834007074,2888427176,4134809294,3717576961,4516926855,5026531231,7743714286,9289542760,9628783784,10472660099,10593713620,10857880026,10888912156,9167446211,9190887667,12322544009,12856257745,13997308210,13226985710,12938946228,14015606242,14561091340,16661751696,17718160377,19528023599,21812278630,21144205249,22779979451,21590296496,19303370787,19576923077,23311688312,29217970050,33913043478,45429071804,62909090909,59764065336,58221415608,58261617900,67866666667,67364341085,69296987088,71347708895,66159509202,69089673913,73331457513,78012528474,75433562071,81943913321,1.04389E+11
Euro area,EMU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,1.25483E+11,1.40488E+11,1.70218E+11,2.34906E+11,3.18692E+11,3.35104E+11,3.79176E+11,4.29095E+11,5.03149E+11,6.55274E+11,7.95565E+11,7.14078E+11,6.80591E+11,6.45784E+11,6.46466E+11,6.68174E+11,8.08908E+11,9.97325E+11,1.12128E+12,1.21288E+12,1.49732E+12,1.54885E+12,1.66831E+12,1.45034E+12,1.61437E+12,1.97138E+12,2.00436E+12,1.96518E+12,2.08423E+12,2.13871E+12,2.23126E+12,2.2214E+12,2.30861E+12,2.80322E+12,3.34848E+12,3.67229E+12,4.16732E+12,4.91462E+12,5.50057E+12,4.32738E+12,4.75317E+12,5.50833E+12,5.15078E+12,5.32469E+12,5.49159E+12,4.85097E+12,4.92394E+12,5.43439E+12,6.03404E+12,6.0058E+12,5.45701E+12,6.6173E+12,7.45841E+12
Eritrea,ERI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214474287.1,334544481,440568181.8,479375000,606037724,589008180.7,597112408.2,597463396.3,411183688.3,460870319.9,472665956.7,587987580,663164475.1,603478025.1,464617886.2,379414634.1,360673606.5,435274751.2,494229450.4,603784852,,,,,,,,,,,
Spain,ESP,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,5612317566,6005008383,8184905514,11627327242,18006241708,19179420290,20751355384,21074990142,22236108941,30327211205,40198398700,38729690034,38319943965,35375280742,34830824881,36162100783,43101606273,59271552351,73015349236,86194007027,1.067E+11,1.13805E+11,1.2486E+11,1.0103E+11,1.13187E+11,1.41042E+11,1.49163E+11,1.50449E+11,1.6446E+11,1.79583E+11,1.88598E+11,1.892E+11,2.02316E+11,2.52598E+11,3.11226E+11,3.43612E+11,3.89915E+11,4.68185E+11,4.95424E+11,3.56957E+11,3.83636E+11,4.33229E+11,3.89344E+11,3.93448E+11,4.16626E+11,3.65693E+11,3.68554E+11,4.1402E+11,4.61056E+11,4.45722E+11,3.74702E+11,4.77434E+11,5.60986E+11
Estonia,EST,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728885949,3259065901,3295549961,3431489140,4158018485,4721055735,4274527257,3688782825,4078345717,4815881134,6478792909,8368396273,9945822659,12490779074,16026215439,17111420829,10974937483,13398749271,18754165287,19463182649,20565950337,20874740795,16825097279,17669735695,19319287827,21926196630,21716876326,21705953338,29255091032,32791715557
Ethiopia,ETH,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10079844913,13699443640,13812145800,16182860468,19565923172,20124738899,19195112789,19235875820,20022068053,18171455004,18544313541,23228997849
European Union,EUU,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,1.45456E+11,1.61761E+11,1.94972E+11,2.69028E+11,3.65931E+11,3.85426E+11,4.36513E+11,4.9118E+11,5.71521E+11,7.44894E+11,8.98659E+11,8.08061E+11,7.71225E+11,7.31862E+11,7.33742E+11,7.61541E+11,9.2183E+11,1.13559E+12,1.27197E+12,1.37332E+12,1.68179E+12,1.72103E+12,1.85513E+12,1.61888E+12,1.80692E+12,2.21225E+12,2.26433E+12,2.23171E+12,2.37359E+12,2.42757E+12,2.5408E+12,2.53278E+12,2.64965E+12,3.22318E+12,3.87066E+12,4.27228E+12,4.88388E+12,5.81199E+12,6.55837E+12,5.11E+12,5.63707E+12,6.54408E+12,6.13662E+12,6.34145E+12,6.55873E+12,5.78669E+12,5.87381E+12,6.503E+12,7.24035E+12,7.19815E+12,6.57443E+12,8.02446E+12,9.04394E+12
Fragile and conflict affected situations,FCS,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98821918175,98381451846,91301504704,91257221255,91594134619,96611988410,1.09818E+11,1.14985E+11,1.3297E+11,1.30832E+11,1.33229E+11,1.43729E+11,1.56631E+11,1.51162E+11,1.69913E+11,2.14429E+11,2.67246E+11,3.06177E+11,4.02168E+11,4.94449E+11,4.41123E+11,5.04361E+11,4.94354E+11,5.28854E+11,5.73881E+11,5.97112E+11,4.1437E+11,3.80368E+11,4.20668E+11,4.77395E+11,5.20008E+11,3.786E+11,4.47585E+11,
Finland,FIN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,2901994621,3116111111,3558591913,4849296717,7338853001,8310974624,8192029543,8555407998,8979061372,12688139215,17233025183,15896941306,15153570988,14637062340,14340126632,15264773599,17894675111,22422561883,26449182658,29576001108,33514227958,28389942655,27792673215,23895076507,29329538987,37987472767,38849339891,38637040431,39579439252,38733513445,41414786698,39524131051,42352247165,52757320690,63874383958,74385401475,84467899655,1.00068E+11,1.17956E+11,86296583224,92411731683,1.09358E+11,1.04252E+11,1.06038E+11,1.03434E+11,84375126793,86889680552,95877171128,1.09521E+11,1.06667E+11,97093522437,1.1696E+11,1.33796E+11
Fiji,FJI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,624476852.7,709783679.3,592633160.8,550726452.7,517090083.1,510249121.6,509327744.8,495474431,569547459.4,713797752.8,897894873.1,837310643.6,841189428.4,972256003.6,1085153249,1159469068,1252975130,1223751883,965967334.7,1192866662,1183299078,1140910410,1177923087,1580572832,1920600115,1897700944,2090861830,2087375023,2602685574,1706089891,2003222630,2464034754,2549035314,2910979130,2840338667,2451385826,2491101406,2730595305,3096944808,3209508469,1979615572,2344752024,3078464533
France,FRA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,7703448807,8273434930,9042716900,10367369963,12137117085,12575567948,14294826788,15606193462,17377269223,20853686819,22918389040,25770095892,32248374512,44639068945,62037643208,64439345265,75449330784,83706873496,97265988372,1.24741E+11,1.57931E+11,1.44292E+11,1.39515E+11,1.2711E+11,1.25806E+11,1.31051E+11,1.58186E+11,1.93331E+11,2.14218E+11,2.2907E+11,2.76178E+11,2.74783E+11,2.89558E+11,2.52824E+11,2.81109E+11,3.36601E+11,3.41586E+11,3.27049E+11,3.51431E+11,3.53644E+11,3.72359E+11,3.67745E+11,3.83475E+11,4.55342E+11,5.39577E+11,5.92025E+11,6.53657E+11,7.60064E+11,8.57925E+11,6.92154E+11,7.42755E+11,8.70127E+11,8.18494E+11,8.54791E+11,8.79983E+11,7.60029E+11,7.62974E+11,8.30791E+11,9.13321E+11,8.88231E+11,7.76227E+11,9.28506E+11,1.06114E+12
Faroe Islands,FRO,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496684986.1,583351490.2,631833342.9,618888976,631929148.4,923482342.3,857444735.7,1036767268,1121733420,1342046564,1432211185,1221556216,1176637936,1338365817,1567947925,1576924589,1536508012,1348576939,1407099887,1516062625,1723635324,1726425094,1596523541,1905564580,
"Micronesia, Fed. Sts.",FSM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,89800000,,,,,,,,,,,,162387700,182834000,182125300,180575600,172319200,169396700,184320400,173961400,186599300,187839500,189722600,195838100,195650000,226222700,243611500,243860300,255859900,266613200,262856300,236361400,247594700,242489900,260565500,262770200,302700000,266400000,281500000,304800000
Gabon,GAB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,46157379.72,53078875.5,56243568.93,70124240.08,77540103.44,84468787.6,97281594.33,130487348.1,145012560,171949150.8,123008734.1,199741094.4,311076213.3,416798916.5,668038561.9,1033535544,1387316653,1440086500,1121176289,1133406057,1353656767,1571772410,1435152241,1476646950,1431720921,1913133446,1861937649,1484012449,1602494055,1724720018,1836814829,1797631336,1889852809,1512752826,1603032271,1772673125,1879469128,1983294061,2177525444,1777483514,1659781414,1475000549,1715357232,1847633653,2076853807,2294207329,2899740992,3313621541,4172990644,3795566579,4526528927,5236192840,5390232332,5855446898,5279047844,4015443369,3659959617,3708781264,3835211915,3711865706,3454238785,3353268668,3498889834
United Kingdom,GBR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,27389920526,30393964235,35224300664,47662608581,65195675409,65457803951,67695017790,76125178059,89566555276,1.18454E+11,1.37865E+11,1.25052E+11,1.22057E+11,1.21267E+11,1.27208E+11,1.30885E+11,1.52838E+11,1.88257E+11,2.29165E+11,2.41223E+11,2.72305E+11,2.59518E+11,2.75718E+11,2.64354E+11,2.94193E+11,3.38933E+11,3.67426E+11,3.93248E+11,4.11743E+11,4.27383E+11,4.47349E+11,4.49862E+11,4.79742E+11,5.37783E+11,6.38561E+11,6.96298E+11,7.95799E+11,8.47943E+11,8.53025E+11,6.75982E+11,7.53573E+11,8.5497E+11,8.52915E+11,8.80651E+11,9.33892E+11,8.59406E+11,8.26251E+11,8.62128E+11,9.43023E+11,9.39188E+11,7.81063E+11,9.38462E+11,1.11159E+12
Georgia,GEO,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3514920847,1986754967,2446203314,1938101600,2743618278,1140185513,1001877590,1479432987,1340894554,1066705913,1212806577,1251358777,1439799970,1843124461,2455655259,3286910229,4388032876,5857078006,7425651919,5237873442,6114820858,7985672395,9139090895,9262031443,10019444969,8659163267,8483241610,9341546431,10768790688,11142797141,8964607358,11109489894,15507822406
Ghana,GHA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,431423324.8,474845802.3,393603747.6,423018974.3,413213898.8,549084231.6,417416074,348508173.9,347109393.7,399077749.2,503014460.3,489222776.1,321158623,492968900.1,631055900.6,518085106.4,443644067.8,368285714.3,354799301.9,448717948.7,406950207.5,224767428.8,120354808.6,242989412.6,475228310.5,612110906.7,1154961645,1328870748,1250710520,1278450302,1522368639,1685435948,1845754631,2173589004,2002222729,2128506850,2779625026,3651877406,3496237109,3830248706,3350775272,3444719158,3383576847,4320738389,5361447237,6631790866,8325375909,10136809698,12757957188,11019359439,14779073929,19416125146,21795101048,22188740808,19505414912,21091213213,20603409793,22151751019,23220563123,26908215747,12464740091,22577302898,18227903881
Gibraltar,GIB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,560097159.3,626828734.9,740909324,724403471.2,891809028.4,922173162.1,856408259.1,920896381.5,874952721.6,905896319.3,941903159.3,864726230.8,966133229.7,901094018.4,867392057,849347059.5,854685093.5,868000000,938538723.1,1031237398,1922724849,2988313290,2962825500,3177066476,2961065627,3620035711,4089175127,4519671025,4396562755,4480281600,7088908469,5842867641,5783505600,5830607792,9692379045,10107795308,13544889310
"Gambia, The",GMB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,19266446.53,22035303.8,20988897.57,23077140.91,21393730.22,20720644.29,24111332.26,31865398.59,41877712.46,50235179.41,52005929.42,65617863.53,102907339.8,131009547.8,153325177.8,146042835.3,128848564.2,133367499.8,114897721.7,121704021.2,104144839.1,130802610.3,155878656.3,185466422.8,226976999,239289625.4,263205388.5,275121109.8,214068047.4,279038988.4,247310329.6,204004705.8,240030742.9,228252573.7,239267446.2,172598257.9,187843015,183930189.3,282216999.1,309496618.9,309274034.4,336061366.7,384411745.5,377490754,406576425.8,363423203.5,394206042.3,364299282.9,447782691.7,459500232.5,447005100.7,549737399.9,691368617.3,624394157.7,686424471.5,726102822.2,699376639.7
